GO:0000001	5.0802946101263675
GO:0000002	4.88613859568541
GO:0000006	8.412499120301572
GO:0000007	8.412499120301572
GO:0000009	6.333057578621736
GO:0000010	8.412499120301572
GO:0000011	5.522127362405407
GO:0000014	6.466588971246258
GO:0000015	7.313886831633462
GO:0000017	7.026204759181681
GO:0000018	8.412499120301572
GO:0000019	7.026204759181681
GO:0000022	6.109914027307526
GO:0000023	6.014603847503201
GO:0000025	6.803061207867471
GO:0000026	6.803061207867471
GO:0000027	4.774912960575186
GO:0000028	5.773441790686313
GO:0000030	5.193623295433371
GO:0000031	8.412499120301572
GO:0000032	5.927592470513571
GO:0000033	6.803061207867471
GO:0000034	8.412499120301572
GO:0000036	7.719351939741626
GO:0000038	7.719351939741626
GO:0000040	8.412499120301572
GO:0000042	7.719351939741626
GO:0000045	5.927592470513571
GO:0000046	7.719351939741626
GO:0000048	7.719351939741626
GO:0000049	5.579285776245356
GO:0000052	8.412499120301572
GO:0000053	8.412499120301572
GO:0000054	5.847549762840035
GO:0000055	5.277004904372422
GO:0000056	6.333057578621736
GO:0000060	8.412499120301572
GO:0000062	8.412499120301572
GO:0000064	8.412499120301572
GO:0000066	8.412499120301572
GO:0000070	5.193623295433371
GO:0000073	7.313886831633462
GO:0000075	6.620739651073516
GO:0000076	6.466588971246258
GO:0000077	5.579285776245356
GO:0000078	6.803061207867471
GO:0000079	5.116662254297243
GO:0000080	6.215274542965353
GO:0000082	4.9785119158164255
GO:0000083	6.109914027307526
GO:0000084	5.847549762840035
GO:0000086	5.116662254297243
GO:0000087	7.313886831633462
GO:0000090	8.412499120301572
GO:0000092	6.803061207867471
GO:0000095	7.719351939741626
GO:0000096	7.313886831633462
GO:0000100	8.412499120301572
GO:0000101	8.412499120301572
GO:0000102	8.412499120301572
GO:0000103	6.014603847503201
GO:0000104	7.026204759181681
GO:0000105	6.014603847503201
GO:0000107	8.412499120301572
GO:0000110	7.313886831633462
GO:0000111	7.313886831633462
GO:0000112	6.466588971246258
GO:0000113	7.313886831633462
